book_title|x|y
The Great Gatsby|226328|222766
Into the Forest|263249|216251
My Friend Rabbit|233822|295224
That Kind of Mother|388488|269668
The Witches: Salem, 1692|241943|204908
To Dance with the White Dog|273888|209183
Grimus|393929|202002
The Alchemy of Finance|341161|227706
For One More Day|287794|228517
Start.: Punch Fear in the Face, Escape Average, and Do Work That Matters|213661|174103
Vincent Van Gogh: The Complete Paintings|205898|211621
You Are a Badass Every Day: How to Keep Your Motivation Strong, Your Vibe High, and Your Quest for Transformation Unstoppable|220886|180824
Girl A|286545|210956
The Riverman: Ted Bundy and I Hunt for the Green River Killer|197577|248996
For Your Own Good|292785|211885
Zodiac|195771|249136
Descent|274176|209521
The Wedding Pearls|332878|212230
Hope: A Memoir of Survival in Cleveland|284203|226604
Hello from the Gillespies|291927|220410
Rainwater|378492|315741
The Holy Bible: English Standard Version|268183|260424
Soul Keeping: Caring For the Most Important Part of You|265825|257061
Essential Reiki: A Complete Guide to an Ancient Healing Art|206345|186833
Tight|394497|248172
Jamie's Italy|238316|257473
Raising Your Spirited Child: A Guide for Parents Whose Child is More Intense, Sensitive, Perceptive, Persistent, and Energetic|253204|248451
Night Train|352628|281803
Full Circle|304302|239813
Sovay|254132|190506
Sweetbriar|389273|314961
Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade|237480|299729
Night's Edge|348731|315880
Near to the Wild Heart|361496|241036
The Time Machine / The War of the Worlds|185760|239746
The Unwritten Rule|278918|329690
Getting Things Done: The Art of Stress-Free Productivity|214314|180675
Death by Meeting: A Leadership Fable… about Solving the Most Painful Problem in Business|218532|174119
Like Dandelion Dust|282053|258803
The Sweeney Sisters|306879|216151
Long Time Coming|346319|230223
I Wish Someone Were Waiting for Me Somewhere|270438|210501
The Red Notebook: True Stories|359546|264461
The God Game|291313|214416
Love, Aubrey|244959|310435
Sleepwalk With Me and Other Painfully True Stories|245843|207498
Today Matters: 12 Daily Practices to Guarantee Tomorrow's Success|212026|173273
The Brat|391245|311426
The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology|217201|187863
BioShock: Rapture|176885|292462
King Bidgood's in the Bathtub|229993|290757
The Dollmaker|266158|212981
2 A.M. at The Cat's Pajamas|257322|215886
Sail|302135|232356
The Travelling Cat Chronicles|256268|221440
The Book of Ruth|265534|212577
When You Trap a Tiger|246792|302233
Blood at the Root: A Racial Cleansing in America|245948|209210
Mr. Wuffles!: A Caldecott Honor Award Winner (Caldecott Medal - Honors Winning Title|238404|296283
The Wisdom of Psychopaths: What Saints, Spies, and Serial Killers Can Teach Us About Success|215208|182426
La Locandiera|284839|159557
Spiritual Disciplines for the Christian Life|266512|260341
Mindless Eating: Why We Eat More Than We Think|217593|174543
Human Acts|245328|221209
Fault Lines: How Hidden Fractures Still Threaten the World Economy|227006|181558
Poetry and Prose|213723|226939
Family Money|329466|205206
The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else|216669|180063
Heart Collector|329583|201392
The Snow Goose|227441|227514
The Divide: American Injustice in the Age of the Wealth Gap|229621|189049
Watchers|190421|244990
Capitalism and Freedom|216916|186050
Textrovert|269254|310346
The Best of Me|300325|238257
Harry Potter: Film Wizardry|278822|334163
An Occurrence at Owl Creek Bridge|210239|236533
Duplicity|325304|198712
What We Were Promised|367054|231081
Interior Chinatown|249344|220064
The Man Who Saved the Union: Ulysses Grant in War and Peace|236019|185240
I Believe in a Thing Called Love|271041|308964
The Vanishing|293949|211522
The Soul of Man Under Socialism|229599|228778
The Silent Companions|265317|224973
The Last Boy: Mickey Mantle and the End of America's Childhood|238690|184663
Someday, Someday|395169|204121
The Wildling Sisters|312399|235622
Pizza Girl|360774|251406
My Seinfeld Year|253312|196982
Past Perfect|304047|235127
Hellstrom's Hive|152937|249592
The Disappearance of the Universe: Straight Talk about Illusions, Past Lives, Religion, Sex, Politics, and the Miracles of Forgiveness|207298|184544
The Philip K. Dick Reader|202424|216304
Are You Sleeping|294432|209814
Leaving the Atocha Station|234565|222090
The Last Victim: A True-Life Journey into the Mind of the Serial Killer|198756|248354
For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education|254509|240766
The Secrets of Happy Families: Improve Your Mornings, Rethink Family Dinner, Fight Smarter, Go Out and Play, and Much More|311011|218102
HardBall|387880|242806
What Comes After|286546|216736
Treasure Island!!!|309898|198152
Bittersweet|305125|265685
Other People's Children: Cultural Conflict in the Classroom|248807|218906
The Secret|318219|201127
The River King|273100|215741
Ninth and Nowhere|332556|195945
King Baby|242230|296863
Violent Ends|262493|289167
Memories|270209|306529
Trigger Warning: Short Fictions and Disturbances|174353|249173
So Much Closer|279172|330628
Midnight in Peking: How the Murder of a Young Englishwoman Haunted the Last Days of Old China|246430|201764
Stuff I've Been Feeling Lately|262053|289682
Walt Disney: The Triumph of the American Imagination|227966|183487
D-Day, June 6, 1944: The Battle for the Normandy Beaches|239615|181597
The Undefeated|244272|300332
Shrek!|219569|283117
Day After Night|275763|213096
Snakes and Earrings|394689|241448
Good Dog. Stay.|266119|214123
Zadig et autres contes|208287|220497
The Switch|278205|161799
En attendant Bojangles|350100|275760
The Pursuit of God: The Human Thirst for the Divine|269350|257802
Barabbas|212199|220763
Ship Fever: Stories|231068|208437
Five Tuesdays in Winter|260759|218315
Breakfast at Tiffany's and Three Stories|224252|225097
England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond|220663|215513
The Only Pirate at the Party|259290|285135
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation|270603|242563
The First Mistake|293944|211096
The High Tide Club|294829|223894
The Magic Toyshop|226929|227192
The Reef|382365|315667
The Descendants|271590|218264
The Westing Game|238500|305528
QBQ! The Question Behind the Question: Practicing Personal Accountability in Work and in Life|211073|176695
The 5 Elements of Effective Thinking|215379|176186
The Lace Makers of Glenmara|278950|214995
Heat Wave|296741|229401
Death Comes for the Archbishop|228968|221038
San Manuel Bueno, mártir|351104|245408
The White Goddess: A Historical Grammar of Poetic Myth|210516|222143
The View from Castle Rock|226175|224121
Family Pictures|274647|217322
The Dogs of Christmas|303161|230260
Pompeii|265883|183377
Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty|320371|268572
A Tale of Time City|220059|323153
The Thief's Journal|212526|218163
Maya's Notebook|269148|212938
Blackout: Remembering the Things I Drank to Forget|256052|218561
The Daughters of Erietown|284411|216979
A Farewell to Arms|222358|216919
A Brightness Long Ago|157056|235851
Seal Team Six: Memoirs of an Elite Navy Seal Sniper|244164|170479
All the World|235736|295338
Are Prisons Obsolete?|242935|220153
Free Lunch|249520|302587
The Chaperone|276740|212749
Billy Summers|274893|178934
My Stroke of Insight: A Brain Scientist's Personal Journey|228178|194972
Afterburn|253314|191462
Tips for Living|324973|203883
The Secret Daughter|321799|205892
As You Like It|214712|232462
My Sister's Secret|330388|206013
The Upside of Falling Down|322923|208005
Flygirl|243030|305106
American Heiress: The Wild Saga of the Kidnapping, Crimes and Trial of Patty Hearst|241034|197079
A Home at the End of the World|234925|222121
Thousand Cranes|213558|221366
Faro's Daughter|313635|157711
Everyday Sexism|257403|227063
Libertie|249543|222712
The Last Song|303152|246978
The Yellow House|250619|217442
The True Story of Hansel and Gretel: A Novel of War and Survival|275291|211508
Chaos: Charles Manson, the CIA, and the Secret History of the Sixties|240554|198377
Wild Horses|306137|154808
The Wicked Boy: The Mystery of a Victorian Child Murderer|268986|198364
The Tenth Circle|286247|222322
Joe DiMaggio: The Hero's Life|242273|179407
Ética para Amador|264675|231585
The Golden Apples of the Sun|173236|247294
Joseph Smith: Rough Stone Rolling|264462|267967
Double The Ache|366564|263808
The Liberator: One World War II Soldier's 500-Day Odyssey from the Beaches of Sicily to the Gates of Dachau|238126|182108
Toil & Trouble: 15 Tales of Women & Witchcraft|264999|306243
Ghost Train to the Eastern Star|234219|193130
I See You Everywhere|268565|217413
Merle's Door: Lessons from a Freethinking Dog|260967|208538
The Room Where It Happened: A White House Memoir|239919|169347
Mistress of Mellyn|239221|260696
Disgrace|385910|242358
Fireproof|275779|260452
The Skies Belong to Us: Love and Terror in the Golden Age of Hijacking|232385|197540
Sustain|392117|254936
Caffeine: How Caffeine Created the Modern World|220526|179137
Le bleu est une couleur chaude|187931|285662
The Connected Child: Bring Hope and Healing to Your Adoptive Family|267140|254076
The Vow|285006|241217
The Hundred-Foot Journey|268040|216125
A History of Christianity: The First Three Thousand Years|233359|188806
The Greatest Trade Ever: The Behind-the-Scenes Story of How John Paulson Defied Wall Street and Made Financial History|220046|174375
Skim|192366|283040
Amid the Shadows|331289|204959
Conan the Avenger|150710|251241
Die Physiker|328784|239514
Flight|237525|217136
The Worry Website|352149|222654
Scarcity: Why Having Too Little Means So Much|210579|180241
Good as Dead|323839|202929
The Last Letter|387370|240197
The Winter Over|331429|199865
I Am Ozzy|282545|242064
Country|303281|235399
The Improbability of Love|267010|214505
Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales|197476|250023
Human Remains|309315|203518
Madam, Will You Talk?|307244|155185
My Gita|228389|364686
Punching the Air|259949|304287
Eros and Civilization: A Philosophical Inquiry into Freud|209295|215477
Little Secrets|291530|209309
If I Am Missing or Dead: A Sister's Story of Love, Murder, and Liberation|272897|203839
The Age of Innocence|229224|222787
The Last Bookshop in London|281128|216900
A House at the Bottom of a Lake|186101|247319
Barkskins|250309|217440
Deadline|377363|315702
She Rides Shotgun|269879|184937
The Discovery of India|220460|179981
That Old Ace in the Hole|255082|213290
Intruder in the Dust|220254|224861
Love and First Sight|316340|212994
The Poky Little Puppy (Tammen Kultaiset Kirjat #64)|224180|288518
The Reivers|218844|225246
I Want to Be Where the Normal People Are|257664|225815
Wishful Drinking|257184|225361
Firebird|243094|297770
How to Win at the Sport of Business: If I Can Do It, You Can Do It|212340|174550
Sacred Hoops: SPIRITUAL LESSONS OF A HARDWOOD WARRIOR|322533|269063
The Inner Voice of Love: A Journey Through Anguish to Freedom|264928|254008
The Boy Detective Fails|236813|240182
The Saturday Evening Girls Club|326409|209844
Pancakes, Pancakes!|226002|294311
In Desert and Wilderness|248165|184923
Grace for President|238918|297822
Moonlight Becomes You|307044|244363
Before and After: The Incredible Real-Life Stories of Orphans Who Survived the Tennessee Children's Home Society|279551|216934
Another Piece of My Heart|291292|229448
Candide and Other Stories|212286|228566
What Young India Wants|305225|199890
The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out|258120|228835
The Fill-In Boyfriend|280223|321495
Beautiful Mistake|384026|247969
Dubliners|220269|222741
McMafia: A Journey Through the Global Criminal Underworld|196718|206624
Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness|209133|189071
Last Seen Alive|313708|198997
The River of Doubt: Theodore Roosevelt's Darkest Journey|237846|189953
A Streetcar Named Desire|219772|227958
The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer|249127|248760
Eaarth: Making a Life on a Tough New Planet|212688|182498
Chemistry|252908|219595
Travels with My Aunt|224557|224672
Up at the Villa|216764|228362
A Clergyman's Daughter|233834|202302
The Fifth Mountain|207869|195893
The Circus Fire: A True Story of an American Tragedy|215403|184681
The Scorpio Races|269068|319626
The Total Package|384241|293733
Papa, Please Get the Moon for Me|228097|291151
The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future|221058|183707
The Courage Tree|293318|221741
The Epic Fail of Arturo Zamora|248810|304368
Bryn's War: Book Two of the Evans Family Saga|332384|210027
The Silver Kiss|249876|350496
Keep Her Safe|358903|280539
The Paragon Hotel|299550|176232
The Broken Way: A Daring Path into the Abundant Life|268878|255125
So Over You|285433|331281
The Collected Schizophrenias: Essays|245223|222473
The Pride of the Peacock|239562|265357
The Changeling Sea|217672|323544
Journey Into Fear|257819|170761
Candy Girl: A Year in the Life of an Unlikely Stripper|236088|235419
Biblical Preaching: The Development and Delivery of Expository Messages|267549|261200
Red Bird|249416|232665
Summerland|293513|223974
Stag's Leap: Poems|236864|223506
A Man Called Ove|274364|213721
Ayoade on Ayoade: A Cinematic Odyssey|290579|257661
Reasons I Fell for the Funny Fat Friend|403499|263520
The Life She Was Given|284761|213838
Rules for Visiting|282915|222537
Hummingbird|392898|310543
The Afterlife of Holly Chase|271676|309812
Say Nothing: A True Story of Murder and Memory in Northern Ireland|246688|213129
Through My Eyes|272305|260004
The Five Dysfunctions of a Team: A Leadership Fable|218531|176235
The End of Everything|252316|227757
